gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000118785	5.45992077063062	2.1618797659214684	0.3063847733774948	7.056094015670386	1.7124798533247346e-12	2.272118269391258e-8
ENSG00000170989	5.255165988761023	1.9403849547928043	0.3009457623206343	6.447623451582199	1.1361761753027184e-10	6.029914197566586e-7
ENSG00000126785	4.288791089795577	1.9080579303113285	0.3302500132186066	5.77761651457771	7.57662524586549e-9	1.675444396035722e-5
ENSG00000133110	6.538907215825905	1.8635246756560753	0.3565251969624147	5.226908761381401	1.7236750207291754e-7	1.2877711910179633e-4
ENSG00000149968	4.394429499970621	1.8418468965794699	0.31846552934561007	5.783504733979019	7.316012808612436e-9	1.675444396035722e-5
ENSG00000164484	5.010212732210765	1.7019315425553494	0.29610796735791656	5.747672235033657	9.048041525012914e-9	1.8469140762134054e-5
ENSG00000115232	5.45855061908131	1.6995005875528701	0.28050952143798763	6.058619967125	1.3729433305785011e-9	3.6432424220231105e-6
ENSG00000145423	3.978456951845332	1.6970765547528512	0.42496286543184003	3.993470236577756	6.511325536358229e-5	0.009493655738066042
ENSG00000173040	4.080324651774248	1.6911328950369433	0.32002455373489586	5.284384823915278	1.2612787119240077e-7	1.0796545774069505e-4
ENSG00000118473	3.93711504554975	1.6771077975842033	0.3324836496377333	5.044181268497089	4.5546736318564813e-7	2.369859205783208e-4
ENSG00000154133	5.292663799373376	1.6766006906995872	0.306664060818957	5.467222622116746	4.5714176749492264e-8	5.274223453150116e-5
ENSG00000154736	4.875997558321387	1.643819727665637	0.30520299951721863	5.385988113701018	7.204772432617885e-8	7.353301587382624e-5
ENSG00000116132	6.6025582429908525	1.5955655192923257	0.28484760832933836	5.601470655311055	2.125407728537167e-8	3.3176364402624865e-5
ENSG00000164692	8.954352814383128	1.5625137202300696	0.3682308174281055	4.243299708436651	2.2025695931769057e-5	0.004394413900703471
ENSG00000173068	5.42436729483255	1.5587106582697352	0.30208115375881345	5.159906994774773	2.4707255136812983e-7	1.6390793057761733e-4
ENSG00000151789	4.461639056510074	1.5545991362025382	0.32076388931136435	4.846552832178358	1.2562514498754072e-6	5.208732574045907e-4
ENSG00000060718	4.97694909034972	1.5490071146949116	0.39143658847366863	3.9572363961554173	7.582188634259317e-5	0.01042492008283447
