cell_line1	cell_line2	similarity	sample_id1	cell_line1_display	sample_id2	cell_line2_display
BT_474	CAL_120	-0.1339456699490852	NG-29643_BT_474_lib581288_7997_4	BT_474	NG-29643_CAL_120_lib581301_8005_3	CAL_120
BT_474	CAL_148	0.4392941367813288	NG-29643_BT_474_lib581288_7997_4	BT_474	NG-29643_CAL_148_lib581302_7997_4	CAL_148
CAL_120	CAL_148	-0.1339456699490852	NG-29643_CAL_120_lib581301_8005_3	CAL_120	NG-29643_CAL_148_lib581302_7997_4	CAL_148
BT_474	CAL_51	-0.14059773954271212	NG-29643_BT_474_lib581288_7997_4	BT_474	NG-29643_CAL_51_lib581295_7997_4	CAL_51
CAL_120	CAL_51	0.5809488650733032	NG-29643_CAL_120_lib581301_8005_3	CAL_120	NG-29643_CAL_51_lib581295_7997_4	CAL_51
CAL_148	CAL_51	-0.14059773954271212	NG-29643_CAL_148_lib581302_7997_4	CAL_148	NG-29643_CAL_51_lib581295_7997_4	CAL_51
BT_474	CAL_85_1	-0.1300019865849621	NG-29643_BT_474_lib581288_7997_4	BT_474	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1
CAL_120	CAL_85_1	0.34288887804661117	NG-29643_CAL_120_lib581301_8005_3	CAL_120	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1
CAL_148	CAL_85_1	-0.1300019865849621	NG-29643_CAL_148_lib581302_7997_4	CAL_148	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1
CAL_51	CAL_85_1	0.26579753910625026	NG-29643_CAL_51_lib581295_7997_4	CAL_51	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1
BT_474	COLO_824	-0.0931993427720582	NG-29643_BT_474_lib581288_7997_4	BT_474	NG-29643_COLO_824_lib581290_7997_4	COLO_824
CAL_120	COLO_824	-0.09487978519126403	NG-29643_CAL_120_lib581301_8005_3	CAL_120	NG-29643_COLO_824_lib581290_7997_4	COLO_824
CAL_148	COLO_824	-0.0931993427720582	NG-29643_CAL_148_lib581302_7997_4	CAL_148	NG-29643_COLO_824_lib581290_7997_4	COLO_824
CAL_51	COLO_824	-0.07485079627650801	NG-29643_CAL_51_lib581295_7997_4	CAL_51	NG-29643_COLO_824_lib581290_7997_4	COLO_824
CAL_85_1	COLO_824	-0.06920987666701585	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	NG-29643_COLO_824_lib581290_7997_4	COLO_824
BT_474	DU_4475	0.0732149505620968	NG-29643_BT_474_lib581288_7997_4	BT_474	NG-29643_DU_4475_lib581298_7997_4	DU_4475
CAL_120	DU_4475	-0.1269755972245317	NG-29643_CAL_120_lib581301_8005_3	CAL_120	NG-29643_DU_4475_lib581298_7997_4	DU_4475
CAL_148	DU_4475	0.32160780809481326	NG-29643_CAL_148_lib581302_7997_4	CAL_148	NG-29643_DU_4475_lib581298_7997_4	DU_4475
CAL_51	DU_4475	-0.13328151595823168	NG-29643_CAL_51_lib581295_7997_4	CAL_51	NG-29643_DU_4475_lib581298_7997_4	DU_4475
CAL_85_1	DU_4475	-0.11209545244106355	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	NG-29643_DU_4475_lib581298_7997_4	DU_4475
COLO_824	DU_4475	-0.09633711608259045	NG-29643_COLO_824_lib581290_7997_4	COLO_824	NG-29643_DU_4475_lib581298_7997_4	DU_4475
