cell_line	sample_id	cell_tech_id	cell_line_display	degree	betweenness	component	community_louv	community_leid	mean_edge_sim	max_edge_sim	is_outlier
EFM_192C	NG-29643_EFM_192C_lib581294_7997_4	EFM_192C	EFM_192C	8	29.833333333333332	1	1	1	0.548431528014963	0.6155159795071968	FALSE
IPH_926	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	4	5.666666666666666	1	4	10	0.551435309425063	0.5994958119866635	FALSE
CAL_51	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	4	1.666666666666667	2	3	11	0.5344104210068751	0.5809488650733032	FALSE
MDA_MB_468	NG-30919_MDA_MB_468_B_lib628474_10098_2	MDA_MB_468	MDA_MB_468	3	3.5	2	2	12	0.6451038239028998	0.7793148934963928	FALSE
MFM_223	NG-29643_MFM_223_lib581297_7997_4	MFM_223	MFM_223	3	0	1	1	13	0.5968257840665745	0.6635764820687973	FALSE
EFM_192A	NG-29643_EFM_192A_lib581292_7997_4	EFM_192A	EFM_192A	3	10	1	4	14	0.5581357573331909	0.6155159795071968	FALSE
T_47D	NG-29643_T_47D_lib581309_8005_3	T_47D	T_47D	3	4.333333333333333	1	1	15	0.5434252256647962	0.58347564446613	FALSE
HCC_1937	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	2	0	2	2	16	0.6865945694105436	0.7793148934963928	FALSE
HS_578T	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T	HS_578T	2	0	2	3	17	0.6345976410748919	0.6487787484400072	FALSE
JIMT_1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	2	0	2	2	18	0.5556457460519233	0.5808369701177507	FALSE
EFM_19	NG-29643_EFM_19_lib581291_7997_4	EFM_19	EFM_19	2	0.5	1	4	19	0.5434252256647963	0.5994958119866635	FALSE
HDQ_P1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	7	25.833333333333336	2	2	2	0.548859111455747	0.6769802107320693	FALSE
MDA_MB_231	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	MDA_MB_231	2	0	2	2	20	0.5431259907133079	0.5842582460528373	FALSE
MDA_MB_453	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	MDA_MB_453	2	0	1	1	21	0.5193949743839961	0.5354151419045295	FALSE
EVSA_T	NG-29643_EVSA_T_lib581299_7997_4	EVSA_T	EVSA_T	2	0	1	4	22	0.5033748068634626	0.5193949743839961	FALSE
EFM_192B	NG-29643_EFM_192B_lib581293_7997_4	EFM_192B	EFM_192B	1	0	1	4	23	0.5074559830673127	0.5074559830673127	FALSE
ETCC_007	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	ETCC_007	5	8.333333333333332	2	3	3	0.5984902079500902	0.758501049615243	FALSE
MCF_7	NG-29643_MCF_7_lib581315_7997_4	MCF_7	MCF_7	5	5.333333333333333	1	1	4	0.5914857282263967	0.6795966495893307	FALSE
BT_474	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	5	3.6666666666666665	1	1	5	0.5866796779702367	0.7116369846303977	FALSE
CAL_120	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	5	4.333333333333333	2	3	6	0.5836667233598103	0.6137211929290781	FALSE
KPL_1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	4	1.666666666666667	1	1	7	0.6395462307879971	0.7116369846303977	FALSE
ETCC_006	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	ETCC_006	4	1.3333333333333333	2	3	8	0.6171695189460202	0.758501049615243	FALSE
CAL_85_1	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	CAL_85_1	4	5	2	2	9	0.6157168434325044	0.6769802107320693	FALSE
CAL_148	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	0	0	3	5	24	NA	NA	TRUE
COLO_824	NG-29643_COLO_824_lib581290_7997_4	COLO_824	COLO_824	0	0	4	6	25	NA	NA	TRUE
DU_4475	NG-29643_DU_4475_lib581298_7997_4	DU_4475	DU_4475	0	0	5	7	26	NA	NA	TRUE
HCC_1143	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	HCC_1143	0	0	6	8	27	NA	NA	TRUE
HCC_1599	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	HCC_1599	0	0	7	9	28	NA	NA	TRUE
SK_BR_3	NG-29643_SK_BR_3_lib581307_7997_4	SK_BR_3	SK_BR_3	0	0	8	10	29	NA	NA	TRUE
