cell_line	degree	mean_edge_sim	max_edge_sim	is_outlier	sample_id	cell_tech_id	cell_line_display
CAL_120	6	0.5950921234139946	0.7006500615501483	FALSE	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120
CAL_148	6	0.5916042007989426	0.6915529483288118	FALSE	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148
EFM_192C	6	0.5755508364940011	0.6542970207292281	FALSE	NG-29643_EFM_192C_lib581294_7997_4	EFM_192C	EFM_192C
BT_474	5	0.6176293016422711	0.7108662269617554	FALSE	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474
MFM_223	5	0.6058994426951166	0.6915529483288118	FALSE	NG-29643_MFM_223_lib581297_7997_4	MFM_223	MFM_223
CAL_85_1	5	0.5981272147384484	0.6757411125546239	FALSE	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	CAL_85_1
T_47D	5	0.5694083583436285	0.6451828918207101	FALSE	NG-29643_T_47D_lib581309_8005_3	T_47D	T_47D
HCC_1143	4	0.6390517323474992	0.7006500615501483	FALSE	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	HCC_1143
KPL_1	4	0.6345964695055888	0.7468087325551717	FALSE	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1
EFM_192A	4	0.6236339944314057	0.6989048138607387	FALSE	NG-29643_EFM_192A_lib581292_7997_4	EFM_192A	EFM_192A
HDQ_P1	4	0.6189839909245964	0.6757411125546239	FALSE	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1
HCC_1599	4	0.6134439388255417	0.6662040864532892	FALSE	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	HCC_1599
MCF_7	3	0.6460053323558579	0.7468087325551717	FALSE	NG-29643_MCF_7_lib581315_7997_4	MCF_7	MCF_7
IPH_926	3	0.5759181368079604	0.6141394744360731	FALSE	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926
ETCC_007	2	0.7075292835564893	0.7258191561926434	FALSE	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	ETCC_007
HS_578T	2	0.7012838692116337	0.7258191561926434	FALSE	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T	HS_578T
ETCC_006	2	0.6829939965754794	0.689239410920335	FALSE	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	ETCC_006
EFM_192B	2	0.6153099457570749	0.6989048138607387	FALSE	NG-29643_EFM_192B_lib581293_7997_4	EFM_192B	EFM_192B
MDA_MB_231	2	0.5645087823277145	0.601340541934281	FALSE	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	MDA_MB_231
EVSA_T	2	0.538515034164447	0.5417413674890343	FALSE	NG-29643_EVSA_T_lib581299_7997_4	EVSA_T	EVSA_T
HCC_1937	1	0.5917680175545332	0.5917680175545332	FALSE	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937
JIMT_1	1	0.5883281309285759	0.5883281309285759	FALSE	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1
MDA_MB_453	1	0.5417413674890343	0.5417413674890343	FALSE	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	MDA_MB_453
SK_BR_3	1	0.5352887008398597	0.5352887008398597	FALSE	NG-29643_SK_BR_3_lib581307_7997_4	SK_BR_3	SK_BR_3
COLO_824	1	0.5222980659840728	0.5222980659840728	FALSE	NG-29643_COLO_824_lib581290_7997_4	COLO_824	COLO_824
EFM_19	1	0.5172009585909942	0.5172009585909942	FALSE	NG-29643_EFM_19_lib581291_7997_4	EFM_19	EFM_19
CAL_51	0	NA	NA	TRUE	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51
DU_4475	0	NA	NA	TRUE	NG-29643_DU_4475_lib581298_7997_4	DU_4475	DU_4475
MDA_MB_468	0	NA	NA	TRUE	NG-30919_MDA_MB_468_B_lib628474_10098_2	MDA_MB_468	MDA_MB_468
