Sample	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0
SRR17010968_1	3038.0	0.0	0.0	0.0	0.0	0.0	11.0	76.0	636.0	2138.0	1375.0	553.0	227.0	365.0	489.0	682.0	1538.0	5042.0	14987.0	35107.0	64260.0	90850.0	108627.0	125897.0	150254.0	182472.0	226849.0	284589.0	363999.0	498719.0	774860.0	1560300.0	6024792.0	13277844.0
SRR17010968_2	10621.0	1229.0	1752.0	1071.0	1153.0	884.0	747.0	468.0	362.0	345.0	329.0	416.0	8846.0	26947.0	25605.0	25133.0	26696.0	32425.0	46752.0	74753.0	109953.0	143811.0	176783.0	214544.0	259380.0	317214.0	396257.0	510566.0	682828.0	984210.0	1578819.0	3029837.0	6911725.0	8198115.0
SRR17010969_1	5426.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	22.0	57.0	142.0	186.0	263.0	374.0	982.0	3001.0	9245.0	25077.0	51480.0	76546.0	98775.0	126488.0	163940.0	219332.0	295398.0	395024.0	526633.0	721944.0	1063165.0	1824649.0	4430696.0	13791316.0
SRR17010969_2	17040.0	204.0	355.0	525.0	440.0	432.0	351.0	341.0	334.0	354.0	419.0	465.0	13677.0	46937.0	39045.0	33279.0	31887.0	35262.0	46681.0	71091.0	101132.0	134412.0	171977.0	217241.0	273395.0	343986.0	433865.0	556174.0	730735.0	1008035.0	1515110.0	2642682.0	5994104.0	9368204.0
SRR17010970_1	6806.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	33.0	98.0	240.0	1388.0	6643.0	23364.0	59947.0	110829.0	155469.0	192998.0	236995.0	302487.0	393248.0	515839.0	667863.0	869182.0	1181583.0	1742660.0	3022378.0	7588675.0	16368751.0
SRR17010970_2	6760.0	32.0	18.0	20.0	27.0	18.0	41.0	26.0	45.0	80.0	105.0	135.0	14305.0	51344.0	47562.0	43103.0	41868.0	49983.0	78998.0	133507.0	193773.0	254681.0	315937.0	387221.0	474268.0	584441.0	727468.0	919295.0	1198180.0	1652370.0	2496924.0	4342728.0	9251412.0	10180803.0
SRR17010971_1	9427.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	115.0	281.0	1694.0	7250.0	24222.0	62799.0	118550.0	172418.0	219318.0	276010.0	357821.0	467759.0	613697.0	797525.0	1041008.0	1414241.0	2083522.0	3634085.0	9252105.0	21267661.0
SRR17010971_2	9687.0	29.0	15.0	28.0	40.0	34.0	43.0	44.0	54.0	78.0	106.0	158.0	18006.0	66438.0	63762.0	57728.0	56473.0	66518.0	98203.0	153884.0	220841.0	290032.0	362754.0	447682.0	546811.0	675501.0	840452.0	1059818.0	1375707.0	1882853.0	2828811.0	4978464.0	11266350.0	14454143.0
SRR17010972_1	14838.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	9.0	46.0	122.0	212.0	342.0	453.0	793.0	2056.0	7339.0	26076.0	72686.0	145349.0	206057.0	244190.0	279551.0	328116.0	418044.0	551952.0	728838.0	967334.0	1325170.0	1961020.0	3372311.0	8055234.0	21972588.0
