Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	140
SRR17010968_1 - illumina_universal_adapter	2.1007894934979724e-05	0.00014285368555786213	0.0003193200030116918	0.0013108926439427348	0.0013865210657086618	0.0013991258026696497	0.0014915605403835604	0.0016722284368243861	0.0017352521216293254	0.0021428052833679318	0.002224315915715653	0.0025133845500209745	0.0030142127652708914	0.0037856226672833464	0.005019206257865356	0.006450264060836175	0.008057788181260824	0.010351850308160609	0.01276523727829108	0.0150214851943079	0.01804998332813458	0.02083899145970249	0.024778391917909884	0.029587519226425447	0.0357495549687537	0.04461656726290995	0.0578179284400512	0.07639142850996547	0.10032950463047616	0.1309993506039518	0.16500104871411514	0.2002884299942993	0.2304204738574394	0.2511594677372514	0.2639557967000462	0.2649431677619903
SRR17010968_2 - illumina_universal_adapter	0.0	2.1007894934979724e-05	2.520947392197567e-05	5.041894784395134e-05	6.302368480493918e-05	6.302368480493918e-05	6.302368480493918e-05	7.562842176592701e-05	7.562842176592701e-05	0.00011596358004108808	0.00018823073861741835	0.00028990895010272015	0.0009453552720740877	0.0026032983403426876	0.00472425541297824	0.007602337019070463	0.010408991782383754	0.013392112863150873	0.016584472577470394	0.01984237692398705	0.02339607243118822	0.027219509309354527	0.03239333367394134	0.038087313517118235	0.04481320115950135	0.05417095787933872	0.06826725538071013	0.08792896440825633	0.11332666906884943	0.14585949516515903	0.18369891552204448	0.22465590748728098	0.2590559152854116	0.2835149872003098	0.3035044193888417	0.30563125867205904
SRR17010969_1 - illumina_universal_adapter	0.0	7.553449784309143e-05	0.00015106899568618286	0.0008644503642042686	0.0008896285301519658	0.0009651630279950572	0.00120435560449818	0.00129247918531512	0.0013344427952279487	0.001621473887031696	0.001733936361598077	0.0020503419803408044	0.0028409363910984944	0.004360858342141146	0.006177882651366623	0.008103173074167197	0.010125819071965534	0.012458156510920547	0.015066614503101969	0.01725543639615511	0.019988945945876763	0.02291297028460266	0.0266787846381799	0.031554116837852315	0.03880375008639258	0.04905126362710532	0.0644191768493814	0.08706693711933497	0.11718254140937553	0.15553140596431306	0.2013774890662765	0.2501895601168787	0.2928984437417591	0.3232750616854575	0.341732335869516	0.3432875072528854
SRR17010969_2 - illumina_universal_adapter	0.0	0.0	0.0	4.196360991282857e-06	4.196360991282857e-06	8.392721982565714e-06	8.392721982565714e-06	3.357088793026286e-05	3.357088793026286e-05	4.364215430934172e-05	8.2248675429144e-05	0.0003566906842590429	0.001729740000606794	0.00445989246153542	0.007272293597893191	0.010250870629505764	0.01343674789408771	0.016693963295521464	0.02002419537820354	0.023231893719940153	0.0265260370980972	0.030159246444349898	0.03453856877485269	0.03941474024672337	0.045616961791839425	0.054244679989916986	0.06645776901894662	0.08406905682716251	0.10769205139149023	0.13864357079099432	0.17454259979922093	0.21628632039610624	0.25173885659486034	0.27795184516300786	0.2988975614148971	0.3009462248508414
SRR17010970_1 - illumina_universal_adapter	0.0	1.4948810191309492e-05	9.567238522438074e-05	0.0003438226344001183	0.00036475096866795157	0.000382689540897523	0.00042753597147145145	0.00045145406777754665	0.0004634131159305942	0.0005662609300468035	0.0005830035974610702	0.0007097695078833747	0.0011737805762216213	0.0022345481473969426	0.0037461718339421588	0.005836613451094878	0.008008974548095973	0.010550272280618587	0.013080806869803457	0.015516267026171602	0.01831827200843065	0.02097676841285313	0.02398626288056756	0.02740356089030091	0.03180329470580711	0.03768176482543766	0.04592334286011042	0.05817598564531532	0.0752068661200704	0.097796312176362	0.12563159470498791	0.15783133185706857	0.18899182772464937	0.21189938446181206	0.22847342929712067	0.23006517860629133
SRR17010970_2 - illumina_universal_adapter	0.0	0.0	2.092833426783329e-05	2.092833426783329e-05	3.886690649740468e-05	4.484643057392847e-05	4.783619261219037e-05	4.783619261219037e-05	7.175428891828555e-05	7.175428891828555e-05	9.029081355550931e-05	0.00030435777549506123	0.0016312141680756918	0.0047585052600976376	0.008617092146678444	0.013809112902324056	0.018583762877428307	0.023390104330138134	0.028253251261574942	0.033015344236118495	0.03785636692847215	0.04220587274173557	0.046562553983890795	0.051376668817900116	0.05716843583842106	0.0642751002033696	0.07443012594252996	0.08901777287961742	0.10888294776664478	0.1355516251479409	0.16797260469085293	0.20717795225098884	0.24354422177959126	0.26892969329406535	0.2900619293329082	0.2921356282826466
SRR17010971_1 - illumina_universal_adapter	1.673778351623387e-05	7.412446985760714e-05	0.00023911119308905526	0.0010281781302829377	0.0011238226075185598	0.0011477337268274654	0.0012696804353028834	0.001401191591501864	0.001501618292599267	0.001685255688891662	0.0017158619216070606	0.002197431864488418	0.0029415458973815582	0.004242310787786019	0.005957694487006901	0.008136475678434374	0.01042476979629663	0.013159723622849243	0.01586933166293442	0.018309222277215143	0.02127563573867796	0.02403210957260859	0.026966482134197473	0.030388163307301857	0.03514695427216023	0.04153696179627216	0.051310870924980365	0.06518027656891794	0.0841833995284775	0.10967408737892934	0.14045295837573873	0.17540479791433827	0.2084662243603758	0.2328048744825245	0.24878419729427986	0.25023225467962723
SRR17010971_2 - illumina_universal_adapter	2.391111930890553e-06	7.173335792671658e-06	1.673778351623387e-05	7.412446985760714e-05	7.412446985760714e-05	9.325336530473156e-05	9.325336530473156e-05	9.325336530473156e-05	0.00012194670847541818	0.00017072539186558543	0.00022380807673135573	0.00040601080586521586	0.0018033766182776547	0.005006510160898639	0.008717515877640776	0.01351791219009665	0.017992639057565228	0.02243962902663548	0.026882314994230126	0.030988332401955386	0.03504844046060754	0.03879100885483743	0.04293767516538784	0.04710729615047478	0.05216832366339772	0.05862623876634693	0.06749343825086146	0.08025862840511377	0.09758462545634669	0.1206904182669283	0.14900883508685128	0.18234763051687208	0.2131504126329904	0.23545613939149596	0.25378496878654444	0.25566007876274877
SRR17010972_1 - illumina_universal_adapter	2.4581661903232223e-06	0.00019173696284521135	0.0003048126076000796	0.0013102025794422775	0.0014773578803842567	0.0015338957027616908	0.001637138682755266	0.0017846286541746594	0.001890329800358558	0.002063384700157313	0.002100748826250226	0.0025235534109858205	0.0036198955318699775	0.005526449229084668	0.007988056852074344	0.01089655908846478	0.013756881267524881	0.01722142069616643	0.02065105416490539	0.02370999617214361	0.027261063050684535	0.030218728610881436	0.03360018202229006	0.03736068466024653	0.04235911979164977	0.049151032975512834	0.058948300143665054	0.07351539298752048	0.09295407958735846	0.11925203312467433	0.15149039107752532	0.18638406014916348	0.2180393410816698	0.2405536852188402	0.25535332058430027	0.25679478923830573
