Sample	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
SRR17010968_1	6294.0	5920.0	6992.0	8654.0	9701.0	15221.0	21644.0	35679.0	72158.0	85311.0	126145.0	195603.0	299448.0	395849.0	518430.0	605953.0	693548.0	770187.0	822370.0	870307.0	893338.0	883201.0	2200481.0	14258142.0
SRR17010968_2	13464.0	3332.0	4152.0	6184.0	8206.0	14202.0	20941.0	35059.0	71721.0	84898.0	125242.0	193738.0	295962.0	391207.0	512410.0	597954.0	683028.0	756584.0	809404.0	851296.0	873646.0	861130.0	2544918.0	14041898.0
SRR17010969_1	9268.0	4539.0	5358.0	6870.0	8139.0	11783.0	17800.0	29902.0	52472.0	75484.0	118791.0	189776.0	299170.0	406278.0	536677.0	651738.0	769117.0	869344.0	929729.0	980816.0	997039.0	971488.0	2254912.0	13633681.0
SRR17010969_2	22520.0	6418.0	6712.0	8325.0	9309.0	12930.0	18534.0	30336.0	52837.0	75616.0	118218.0	188118.0	296662.0	402726.0	531631.0	644933.0	759530.0	856163.0	916054.0	963083.0	979373.0	957077.0	2659582.0	13313484.0
SRR17010970_1	12881.0	7305.0	7710.0	10575.0	11121.0	15400.0	18005.0	25686.0	43052.0	60909.0	92067.0	148364.0	247315.0	340826.0	488573.0	603388.0	738030.0	880066.0	986789.0	1097305.0	1152717.0	1164995.0	3179036.0	22115363.0
SRR17010970_2	12264.0	6957.0	6956.0	9264.0	9900.0	13964.0	17032.0	24931.0	41895.0	59764.0	90827.0	146020.0	243164.0	334645.0	479659.0	591819.0	723367.0	860627.0	969186.0	1075562.0	1131770.0	1147932.0	3903431.0	21546542.0
SRR17010971_1	17077.0	8911.0	9444.0	12034.0	12687.0	17304.0	20710.0	33257.0	56708.0	80787.0	124161.0	201318.0	323826.0	452007.0	630817.0	782973.0	953715.0	1114917.0	1236526.0	1346497.0	1408393.0	1414013.0	3943108.0	27620357.0
SRR17010971_2	17213.0	8939.0	8724.0	10872.0	11798.0	16324.0	20007.0	32666.0	56260.0	80099.0	123448.0	199620.0	320459.0	446677.0	623486.0	773184.0	940469.0	1098003.0	1218814.0	1324109.0	1385840.0	1396401.0	4844067.0	26864068.0
SRR17010972_1	25167.0	11781.0	11672.0	14959.0	14749.0	20576.0	25697.0	41697.0	71203.0	96733.0	147686.0	234138.0	371070.0	520901.0	711870.0	893293.0	1070531.0	1233996.0	1358733.0	1451236.0	1507097.0	1498318.0	3875746.0	25471883.0
SRR17010972_2	47329.0	14539.0	13569.0	16797.0	16240.0	22202.0	26804.0	42426.0	71773.0	96725.0	146561.0	231261.0	366478.0	514312.0	702079.0	879987.0	1051737.0	1209692.0	1333519.0	1421298.0	1477801.0	1472930.0	4654509.0	24850164.0
SRR17010973_1	34400.0	15990.0	16274.0	19199.0	20161.0	24975.0	26276.0	30730.0	48206.0	45976.0	58178.0	88652.0	135648.0	200687.0	295428.0	353742.0	444497.0	561635.0	646576.0	724742.0	797253.0	840966.0	4442672.0	41209885.0
SRR17010973_2	33643.0	15661.0	15441.0	18195.0	19034.0	23620.0	25163.0	29723.0	47480.0	45339.0	58115.0	88162.0	134585.0	198594.0	292493.0	350116.0	438554.0	552801.0	638526.0	713536.0	785907.0	832293.0	5760364.0	39965403.0
SRR17010974_1	9670.0	4955.0	5606.0	7851.0	9667.0	14845.0	20327.0	34892.0	62872.0	79268.0	118934.0	190917.0	303748.0	420073.0	571493.0	709292.0	848503.0	972603.0	1059744.0	1131703.0	1168879.0	1154864.0	2886728.0	18296738.0
SRR17010974_2	25128.0	6880.0	7191.0	9385.0	11137.0	16214.0	21168.0	35475.0	63149.0	79517.0	118438.0	188987.0	300735.0	416358.0	565577.0	700406.0	836471.0	956114.0	1042262.0	1108516.0	1146659.0	1135303.0	3417382.0	17875720.0
SRR17010975_1	7441.0	6737.0	8113.0	10213.0	11080.0	15849.0	21764.0	34242.0	56904.0	82938.0	132720.0	215101.0	343550.0	454920.0	612844.0	728063.0	879702.0	1026254.0	1089504.0	1213021.0	1216347.0	1228719.0	2934868.0	18410917.0
SRR17010975_2	17938.0	4193.0	5316.0	7928.0	10014.0	15445.0	21703.0	34401.0	57172.0	82869.0	132124.0	213627.0	340324.0	450299.0	606647.0	719296.0	867601.0	1009169.0	1071320.0	1185013.0	1186648.0	1196225.0	3426298.0	18080241.0
SRR17010976_1	8729.0	7922.0	9051.0	11425.0	11944.0	16710.0	21804.0	36066.0	62700.0	87323.0	141513.0	226808.0	361618.0	504658.0	684759.0	850372.0	1020133.0	1177684.0	1281975.0	1382294.0	1423422.0	1431394.0	3563080.0	22565449.0
SRR17010976_2	20792.0	4641.0	5449.0	8150.0	10220.0	15643.0	21371.0	35725.0	62716.0	87001.0	140546.0	224175.0	356315.0	497925.0	675063.0	837311.0	1003223.0	1154133.0	1257307.0	1347555.0	1386662.0	1391064.0	4019942.0	22325904.0
SRR17010977_1	5487.0	5241.0	6401.0	8476.0	9287.0	14313.0	20747.0	34515.0	67753.0	86652.0	127963.0	199033.0	308411.0	410311.0	538890.0	633123.0	727615.0	813449.0	876359.0	919596.0	938751.0	925653.0	2335146.0	15148371.0
