cell_line	sample_id	cell_tech_id	cell_line_display	degree	betweenness	component	community_louv	community_leid	mean_edge_sim	max_edge_sim	is_outlier
NBL_S	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	4	2.5	2	1	1	0.8582504137561298	0.9110345813066475	FALSE
CHP_126	NG-A0611_CHP126_libLAB6088	CHP_126	CHP_126	2	5	1	3	10	0.79972954361228	0.8223192019950125	FALSE
LAN5	NG-A0611_LAN5_libLAB6087	LAN5	LAN5	1	0	1	2	11	0.8507853403141361	0.8507853403141361	FALSE
NMB	NG-A0611_NMB_libLAB6080	NMB	NMB	1	0	1	3	12	0.8223192019950125	0.8223192019950125	FALSE
LAN2	NG-A0611_LAN2_libLAB6083	LAN2	LAN2	1	0	2	1	13	0.8144470285207973	0.8144470285207973	FALSE
KELLY	NG-A0611_KELLY_libLAB6075	KELLY	KELLY	4	4.5	2	1	2	0.8577346376764918	0.9072674696461325	FALSE
IMR_32	NG-A0611_IMR32_libLAB6079	IMR_32	IMR_32	4	6.5	1	2	3	0.8398012723845772	0.8741580961724852	FALSE
CHP_134	NG-A0611_CHP134_libLAB6074	CHP_134	CHP_134	3	1.5	1	2	4	0.8388453357318918	0.8741580961724852	FALSE
SIMA	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	3	1	2	1	5	0.826688966159369	0.8456384992223963	FALSE
NGP	NG-A0611_NGP_libLAB6082	NGP	NGP	3	8	1	2	6	0.7846734163662468	0.7934040511316409	FALSE
LAN6	NG-A0611_LAN6_libLAB6089	LAN6	LAN6	2	0	2	1	7	0.9091510254763899	0.9110345813066475	FALSE
LAN1	NG-A0611_LAN1_libLAB6085	LAN1	LAN1	2	0	1	2	8	0.8498796001028427	0.8507853403141361	FALSE
MHH_NB_11	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11	2	0	2	1	9	0.8007664606060743	0.822547211136899	FALSE
CCLF_PEDS_0051_T	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	CCLF_PEDS_0051_T	0	0	3	4	14	NA	NA	TRUE
GI_ME_N	NG-A0611_GIMEN_libLAB6073	GI_ME_N	GI_ME_N	0	0	4	5	15	NA	NA	TRUE
LS	NG-A0611_LS_libLAB6078	LS	LS	0	0	5	6	16	NA	NA	TRUE
SH_SY5Y	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	0	0	6	7	17	NA	NA	TRUE
SK_N_BE_2	NG-A0611_SKNBE2_libLAB6076	SK_N_BE_2	SK_N_BE_2	0	0	7	8	18	NA	NA	TRUE
