cell_line1	cell_line2	similarity	sample_id1	cell_line1_display	sample_id2	cell_line2_display
CCLF_PEDS_0051_T	CHP_126	0.11067210307564963	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	NG-A0611_CHP126_libLAB6088	CHP_126
CCLF_PEDS_0051_T	CHP_134	0.09364600869269116	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	NG-A0611_CHP134_libLAB6074	CHP_134
CHP_126	CHP_134	0.6811347772993304	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_CHP134_libLAB6074	CHP_134
CCLF_PEDS_0051_T	GI_ME_N	0.696882681705936	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	NG-A0611_GIMEN_libLAB6073	GI_ME_N
CHP_126	GI_ME_N	-0.01044088845365521	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_GIMEN_libLAB6073	GI_ME_N
CHP_134	GI_ME_N	-0.06696729104848734	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_GIMEN_libLAB6073	GI_ME_N
CCLF_PEDS_0051_T	IMR_32	0.0924742311165298	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	NG-A0611_IMR32_libLAB6079	IMR_32
CHP_126	IMR_32	0.7575666190547304	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_IMR32_libLAB6079	IMR_32
CHP_134	IMR_32	0.8741580961724852	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_IMR32_libLAB6079	IMR_32
GI_ME_N	IMR_32	-0.04765202442087387	NG-A0611_GIMEN_libLAB6073	GI_ME_N	NG-A0611_IMR32_libLAB6079	IMR_32
CCLF_PEDS_0051_T	KELLY	0.1831042387276535	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	NG-A0611_KELLY_libLAB6075	KELLY
CHP_126	KELLY	0.5478063496119905	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_KELLY_libLAB6075	KELLY
CHP_134	KELLY	0.4505675488408615	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_KELLY_libLAB6075	KELLY
GI_ME_N	KELLY	0.08491834746891358	NG-A0611_GIMEN_libLAB6073	GI_ME_N	NG-A0611_KELLY_libLAB6075	KELLY
IMR_32	KELLY	0.44492966893921737	NG-A0611_IMR32_libLAB6079	IMR_32	NG-A0611_KELLY_libLAB6075	KELLY
CCLF_PEDS_0051_T	LAN1	-0.03302651111304636	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	NG-A0611_LAN1_libLAB6085	LAN1
CHP_126	LAN1	0.6847482425182724	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_LAN1_libLAB6085	LAN1
CHP_134	LAN1	0.8489738598915493	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_LAN1_libLAB6085	LAN1
GI_ME_N	LAN1	-0.14003860237971097	NG-A0611_GIMEN_libLAB6073	GI_ME_N	NG-A0611_LAN1_libLAB6085	LAN1
IMR_32	LAN1	0.8507853403141361	NG-A0611_IMR32_libLAB6079	IMR_32	NG-A0611_LAN1_libLAB6085	LAN1
KELLY	LAN1	0.28981657334572875	NG-A0611_KELLY_libLAB6075	KELLY	NG-A0611_LAN1_libLAB6085	LAN1
CCLF_PEDS_0051_T	LAN2	0.22360679774997896	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	NG-A0611_LAN2_libLAB6083	LAN2
CHP_126	LAN2	0.6277403120150983	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_LAN2_libLAB6083	LAN2
CHP_134	LAN2	0.5738072143574163	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_LAN2_libLAB6083	LAN2
GI_ME_N	LAN2	0.14066393332765167	NG-A0611_GIMEN_libLAB6073	GI_ME_N	NG-A0611_LAN2_libLAB6083	LAN2
IMR_32	LAN2	0.5921389098839079	NG-A0611_IMR32_libLAB6079	IMR_32	NG-A0611_LAN2_libLAB6083	LAN2
KELLY	LAN2	0.8144470285207973	NG-A0611_KELLY_libLAB6075	KELLY	NG-A0611_LAN2_libLAB6083	LAN2
LAN1	LAN2	0.45182481445790257	NG-A0611_LAN1_libLAB6085	LAN1	NG-A0611_LAN2_libLAB6083	LAN2
CCLF_PEDS_0051_T	LAN5	0.15522460223131787	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	NG-A0611_LAN5_libLAB6087	LAN5
CHP_126	LAN5	0.733293826875911	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_LAN5_libLAB6087	LAN5
CHP_134	LAN5	0.7356447966273378	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_LAN5_libLAB6087	LAN5
GI_ME_N	LAN5	-0.04765202442087387	NG-A0611_GIMEN_libLAB6073	GI_ME_N	NG-A0611_LAN5_libLAB6087	LAN5
IMR_32	LAN5	0.8507853403141361	NG-A0611_IMR32_libLAB6079	IMR_32	NG-A0611_LAN5_libLAB6087	LAN5
KELLY	LAN5	0.5224862167359617	NG-A0611_KELLY_libLAB6075	KELLY	NG-A0611_LAN5_libLAB6087	LAN5
LAN1	LAN5	0.6891361256544503	NG-A0611_LAN1_libLAB6085	LAN1	NG-A0611_LAN5_libLAB6087	LAN5
LAN2	LAN5	0.6304063904546368	NG-A0611_LAN2_libLAB6083	LAN2	NG-A0611_LAN5_libLAB6087	LAN5
CCLF_PEDS_0051_T	LAN6	0.2021495797840719	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	NG-A0611_LAN6_libLAB6089	LAN6
CHP_126	LAN6	0.4409908454970367	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_LAN6_libLAB6089	LAN6
CHP_134	LAN6	0.38004529955663	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_LAN6_libLAB6089	LAN6
GI_ME_N	LAN6	0.10275450448757534	NG-A0611_GIMEN_libLAB6073	GI_ME_N	NG-A0611_LAN6_libLAB6089	LAN6
IMR_32	LAN6	0.3625340264595355	NG-A0611_IMR32_libLAB6079	IMR_32	NG-A0611_LAN6_libLAB6089	LAN6
KELLY	LAN6	0.9072674696461325	NG-A0611_KELLY_libLAB6075	KELLY	NG-A0611_LAN6_libLAB6089	LAN6
