cell_line	degree	mean_edge_sim	max_edge_sim	is_outlier	sample_id	cell_tech_id	cell_line_display
HCC_1143	7	0.5054671583672227	0.7109246161175652	FALSE	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	HCC_1143
HCC_1937	7	0.4887409298225417	0.7109246161175652	FALSE	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937
HDQ_P1	7	0.48598620781619933	0.6508696024674919	FALSE	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1
CAL_85_1	6	0.5572485866207622	0.6838237988785869	FALSE	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	CAL_85_1
MDA_MB_468	6	0.4508919566996697	0.6838237988785869	FALSE	NG-30919_MDA_MB_468_B_lib628474_10098_2	MDA_MB_468	MDA_MB_468
JIMT_1	6	0.3288994242227143	0.386082058342264	FALSE	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1
ETCC_006	6	0.3273187829565341	0.5066204772902232	FALSE	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	ETCC_006
T_47D	5	0.34805889441795923	0.4526840921866217	FALSE	NG-29643_T_47D_lib581309_8005_3	T_47D	T_47D
EFM_19	3	0.4408875196182669	0.494003108413243	FALSE	NG-29643_EFM_19_lib581291_7997_4	EFM_19	EFM_19
EFM_192B	3	0.41713339704679786	0.494003108413243	FALSE	NG-29643_EFM_192B_lib581293_7997_4	EFM_192B	EFM_192B
MCF_7	3	0.3682552484642299	0.42287638285699414	FALSE	NG-29643_MCF_7_lib581315_7997_4	MCF_7	MCF_7
HCC_1599	3	0.3636073997563387	0.525526354804807	FALSE	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	HCC_1599
EFM_192C	3	0.357937946702207	0.4526840921866217	FALSE	NG-29643_EFM_192C_lib581294_7997_4	EFM_192C	EFM_192C
MDA_MB_231	2	0.698308135349172	0.7160547156227501	FALSE	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	MDA_MB_231
CAL_51	2	0.6273218142548596	0.7160547156227501	FALSE	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51
CAL_120	2	0.6095752339812814	0.6805615550755939	FALSE	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120
BT_474	2	0.31378605035192464	0.32086274398520453	FALSE	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474
KPL_1	2	0.2725548060708263	0.30026700393479483	FALSE	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1
COLO_824	1	0.5066204772902232	0.5066204772902232	FALSE	NG-29643_COLO_824_lib581290_7997_4	COLO_824	COLO_824
EFM_192A	1	0.4057830675845635	0.4057830675845635	FALSE	NG-29643_EFM_192A_lib581292_7997_4	EFM_192A	EFM_192A
ETCC_007	1	0.390871304907584	0.390871304907584	FALSE	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	ETCC_007
HS_578T	1	0.390871304907584	0.390871304907584	FALSE	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T	HS_578T
EVSA_T	1	0.3349490415243385	0.3349490415243385	FALSE	NG-29643_EVSA_T_lib581299_7997_4	EVSA_T	EVSA_T
MDA_MB_453	1	0.3349490415243385	0.3349490415243385	FALSE	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	MDA_MB_453
DU_4475	1	0.27944484544143405	0.27944484544143405	FALSE	NG-29643_DU_4475_lib581298_7997_4	DU_4475	DU_4475
CAL_148	0	NA	NA	TRUE	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148
IPH_926	0	NA	NA	TRUE	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926
MFM_223	0	NA	NA	TRUE	NG-29643_MFM_223_lib581297_7997_4	MFM_223	MFM_223
SK_BR_3	0	NA	NA	TRUE	NG-29643_SK_BR_3_lib581307_7997_4	SK_BR_3	SK_BR_3
