"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244"
"1",1,1,0.992260061919505,0.990430622009569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124610591900312,0.0185471406491499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.99194847020934,0.988958990536278,0.00470219435736677,0.00938967136150235,0.00783699059561128,0.00610687022900763,0.0062111801242236,0.00625,0.0123456790123457,0.00648298217179903,0.00613496932515337,0.00458715596330275,0.00612557427258806,0.00462249614791988,0.0015220700152207,0.00600600600600601,0.00467289719626168,0.00617283950617284,0.0048,0.00471698113207547,0.00315457413249211,0.00626959247648903,0.0016025641025641,0.0046875,0.0030441400304414,0.0046583850931677,0.00156494522691706,0.00622083981337481,0.0060882800608828,0.00627943485086342,0.00471698113207547,0.00460122699386503,0.00605143721633888,0.00457317073170732,0.00484652665589661,0.0062402496099844,0.00313971742543171,0.00321027287319422,0.0015527950310559,0.0061633281972265,0.00469483568075117,0.00458015267175573,0.0062992125984252,0.00625,0.0015748031496063,0.00487012987012987,0.00473186119873817,0.941628264208909,0.0849478390461997,0.0266457680250784,0.00321027287319422,0.111635220125786,0.259554140127389,0.843410852713178,0.847003154574132,0.188767550702028,0.525267993874426,0.0975609756097561,0.159055118110236,0.5109375,0.535657686212361,0.934782608695652,0.477794793261868,0.00305810397553517,0.143730886850153,0.0752351097178683,0.937888198757764,0.864906832298137,0.00772797527047913,0.319078947368421,0.867954911433172,0.0185185185185185,0.927914110429448,0.0065252854812398,0.936893203883495,0.0725552050473186,0.147385103011094,0.126168224299065,0.929467084639498,0.117199391171994,0.156534954407295,0.533646322378717,0.83206106870229,0.835423197492163,0.0640243902439024,0.860979462875197,0.00156985871271586,0.761904761904762,0.857589984350548,0.792125984251968,0.251177394034537,0.860896445131376,0.868421052631579,0.00457317073170732,0.222402597402597,0.232371794871795,0.00481540930979133,0.0142405063291139,0.880733944954128,0.334355828220859,0.5600624024961,0.00158478605388273,0.904761904761905,0.57427258805513,0.0968253968253968,0.115207373271889,0.927580893682589,0.113744075829384,0.839936608557845,0.294952681388013,0.0995260663507109,0.914330218068536,0.774294670846395,0.148499210110585,0.0108359133126935,0.00612557427258806,0.877551020408163,0.865718799368088,0.00305810397553517,0.128571428571429,0.110576923076923,0.863636363636364,0.00626959247648903,0.865718799368088,0.852380952380952,0.18558282208589,0.0015600624024961,0.317557251908397,0.20059880239521,0.851500789889415,0.106750392464678,0.351181102362205,0.554012345679012,0.824675324675325,0.415094339622642,0.929797191887676,0.0322061191626409,0.0309597523219814,0.856481481481482,0.859756097560976,0.854938271604938,0.00153846153846154,0.0031055900621118,0.509316770186335,0.00322061191626409,0.0962145110410095,0.00307692307692308,0.931142410015649,0.932203389830508,0.525316455696203,0.642405063291139,0.884310618066561,0.0386996904024768,0.90795631825273,0.549019607843137,0.90894819466248,0.528846153846154,0.11214953271028,0.364069952305246,0.004739336492891,0.824884792626728,0.848062015503876,0.812982998454405,0.00946372239747634,0.0263565891472868,0.120717781402936,0.489859594383775,0.100470957613815,0.510046367851623,0.529595015576324,0.933641975308642,0.859756097560976,0.1578125,0.932069510268562,0.50381679389313,0.197492163009404,0.900466562986003,0.9088,0.176751592356688,0.4189852700491,0.177469135802469,0.925757575757576,0.0106707317073171,0.864329268292683,0.0015625,0.813374805598756,0.0890625,0.921658986175115,0.210200927357032,0.529780564263323,0.111111111111111,0.927580893682589,0.891585760517799,0.00152439024390244,0.0535433070866142
"2",1,1,0.990566037735849,0.987480438184664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094488188976378,0.015600624024961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.990228013029316,0.987301587301587,0.00316455696202532,0.0063391442155309,0.0063391442155309,0.00461538461538462,0.00156739811912226,0.00475435816164818,0.0153609831029186,0.00495049504950495,0.00158227848101266,0.0046583850931677,0.00314465408805031,0.00158730158730159,0.00305343511450382,0.00452488687782805,0.0031201248049922,0.00462249614791988,0.00492610837438424,0.00316957210776545,0.00467289719626168,0.00469483568075117,0.00316455696202532,0.0031201248049922,0.00459418070444104,0.0046875,0,0.0031201248049922,0.00459418070444104,0.00316455696202532,0.00313971742543171,0,0.00152439024390244,0.00308166409861325,0.00162074554294976,0.00316957210776545,0.00477707006369427,0.00315955766192733,0.00470957613814757,0.004739336492891,0.00318471337579618,0.00309119010819165,0.00470957613814757,0.00316957210776545,0.00323101777059774,0.0033112582781457,0.00317965023847377,0.939907550077042,0.093558282208589,0.0235478806907378,0.00158478605388273,0.111459968602826,0.269789983844911,0.843653250773994,0.837620578778135,0.189358372456964,0.523736600306279,0.098613251155624,0.1552,0.5103668261563,0.534290271132376,0.934883720930233,0.475,0.00154320987654321,0.146687697160883,0.0732484076433121,0.9421875,0.85423197492163,0.0047244094488189,0.331136738056013,0.858974358974359,0.0142857142857143,0.931993817619784,0.00816993464052288,0.936102236421725,0.0664556962025316,0.157894736842105,0.127725856697819,0.934817170111288,0.0996884735202492,0.162929745889387,0.533123028391167,0.813253012048193,0.827102803738318,0.0655226209048362,0.858064516129032,0.00476190476190476,0.750387596899225,0.848673946957878,0.790625,0.258012820512821,0.857366771159875,0.856920684292379,0.00303951367781155,0.215654952076677,0.232963549920761,0.00481540930979133,0.01743264659271,0.877519379844961,0.332317073170732,0.570300157977883,0.00159235668789809,0.889245585874799,0.56656346749226,0.104761904761905,0.118195956454121,0.937597503900156,0.102643856920684,0.832535885167464,0.286384976525822,0.10952380952381,0.919685039370079,0.777604976671851,0.142405063291139,0.00938967136150235,0.00611620795107034,0.864992150706436,0.853697749196141,0.0015552099533437,0.13290113452188,0.109500805152979,0.854714064914992,0.00617283950617284,0.853503184713376,0.843949044585987,0.192248062015504,0,0.33026113671275,0.202723146747353,0.83739837398374,0.0964630225080386,0.359300476947536,0.540372670807453,0.827697262479871,0.415094339622642,0.9390625,0.0299684542586751,0.0232919254658385,0.842857142857143,0.853435114503817,0.845201238390093,0.00157728706624606,0.00156739811912226,0.501582278481013,0.00165016501650165,0.101587301587302,0.00152905198776758,0.937205651491366,0.936236391912908,0.52931854199683,0.639810426540284,0.882539682539683,0.040625,0.912636505460218,0.547256097560976,0.914149443561208,0.526148969889065,0.122448979591837,0.361904761904762,0.0016,0.821538461538462,0.844339622641509,0.808346213292117,0.0123647604327666,0.0268562401263823,0.12012987012987,0.49306625577812,0.107086614173228,0.509345794392523,0.536776212832551,0.939968404423381,0.849230769230769,0.154559505409583,0.935379644588045,0.509984639016897,0.202211690363349,0.908385093167702,0.913183279742765,0.177033492822967,0.429508196721311,0.181114551083591,0.928787878787879,0.0077639751552795,0.859541984732824,0.00312989045383412,0.801261829652997,0.093167701863354,0.927672955974843,0.20919175911252,0.533227848101266,0.118195956454121,0.932283464566929,0.893312101910828,0,0.0452342487883683
"3",0.992260061919505,0.990566037735849,1,0.998402555910543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036979969183359,0.0412044374009509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158227848101266,0,0,0,0,0,0,0,0,0,0,0.98937784522003,0.99236641221374,1,0.998407643312102,0.0110236220472441,0.0250783699059561,0.018957345971564,0.0153609831029186,0.0124804992199688,0.015748031496063,0.0280373831775701,0.0146103896103896,0.0108864696734059,0.0106707317073171,0.0124610591900312,0.00924499229583975,0.0075642965204236,0.0152671755725191,0.0125195618153365,0.0153139356814701,0.0147783251231527,0.0111464968152866,0.0111464968152866,0.0124031007751938,0.00963081861958266,0.0109034267912773,0.0122699386503067,0.0125391849529781,0.00631911532385466,0.0122887864823349,0.0139318885448916,0.014218009478673,0.0125984251968504,0.0124416796267496,0.0121028744326778,0.0120481927710843,0.00967741935483871,0.0125391849529781,0.0112359550561798,0.0113636363636364,0.0109546165884194,0.0138461538461538,0.0127388535031847,0.0121765601217656,0.0143769968051118,0.0126782884310618,0.00791139240506329,0.0128824476650564,0.0111111111111111,0.91705069124424,0.0958904109589041,0.0312989045383412,0.0112179487179487,0.11128526645768,0.262992125984252,0.823255813953488,0.817292006525285,0.18944099378882,0.506807866868381,0.0972644376899696,0.160572337042925,0.503164556962025,0.526232114467409,0.910658307210031,0.462934947049924,0.0137825421133231,0.146604938271605,0.0763239875389408,0.913178294573643,0.843014128728414,0.0125195618153365,0.319467554076539,0.837282780410742,0.0300632911392405,0.905775075987842,0.016260162601626,0.908794788273616,0.077639751552795,0.15615141955836,0.125766871165644,0.909090909090909,0.121165644171779,0.156346749226006,0.533227848101266,0.801815431164902,0.807210031347962,0.0740740740740741,0.835987261146497,0.0127186009538951,0.743939393939394,0.821596244131455,0.765163297045101,0.257861635220126,0.842835130970724,0.84,0.0121396054628225,0.226324237560193,0.232704402515723,0.00963081861958266,0.0252365930599369,0.852080123266564,0.329738058551618,0.562204724409449,0.0112,0.866454689984102,0.559633027522936,0.107765451664025,0.120743034055728,0.905956112852665,0.114906832298137,0.812006319115324,0.288372093023256,0.102803738317757,0.888372093023256,0.767405063291139,0.148902821316614,0.0186046511627907,0.0153609831029186,0.847589424572317,0.832797427652733,0.00923076923076923,0.126198083067093,0.121642969984202,0.835403726708075,0.0171339563862928,0.832807570977918,0.827856025039124,0.187028657616893,0.0122511485451761,0.315707620528771,0.199101796407186,0.8256,0.102362204724409,0.3584,0.528771384136858,0.801302931596091,0.402799377916019,0.905511811023622,0.0393081761006289,0.028436018957346,0.820592823712949,0.829562594268477,0.822358346094946,0.0093603744149766,0.0141955835962145,0.499212598425197,0.0130505709624796,0.0930599369085174,0.00923076923076923,0.913713405238829,0.906542056074766,0.517405063291139,0.632492113564669,0.865930599369085,0.0419906687402799,0.880804953560371,0.539170506912442,0.884555382215289,0.520634920634921,0.117829457364341,0.343354430379747,0.0158227848101266,0.812596006144393,0.834123222748815,0.796042617960426,0.0234009360374415,0.0316957210776545,0.126623376623377,0.48297213622291,0.106976744186047,0.510077519379845,0.522012578616352,0.913657770800628,0.827480916030534,0.154907975460123,0.905956112852665,0.503076923076923,0.210852713178295,0.888540031397174,0.886942675159236,0.180665610142631,0.409888357256778,0.175654853620955,0.906584992343032,0.0167427701674277,0.839939024390244,0.0125,0.789719626168224,0.095679012345679,0.900466562986003,0.208722741433022,0.52276295133438,0.114599686028257,0.906687402799378,0.869218500797448,0.0121580547112462,0.054140127388535
"4",0.990430622009569,0.987480438184664,0.998402555910543,1,0.00641025641025641,0.004739336492891,0.00649350649350649,0.00487012987012987,0.00318979266347687,0.0064,0.00332225913621262,0.00638977635782748,0.00627943485086342,0.00619195046439629,0.00477707006369427,0.0062402496099844,0.00483870967741936,0.004739336492891,0.00473186119873817,0.00327332242225859,0.00645161290322581,0.0414673046251994,0.0461783439490446,0.00480769230769231,0.0064,0.00623052959501558,0.00623052959501558,0.00661157024793388,0.00463678516228748,0.0032626427406199,0.0064,0.0048780487804878,0.00636942675159236,0.00467289719626168,0.00487012987012987,0.00488599348534202,0.00803858520900321,0.00476947535771065,0.00486223662884927,0.00632911392405063,0.00324149108589951,0.0031104199066874,0.00480769230769231,0.0048,0.00315457413249211,0.00645161290322581,0.00634920634920635,0.986024844720497,0.988871224165342,0.998344370860927,1,0.0113085621970921,0.0241157556270096,0.0178571428571429,0.0125391849529781,0.0110584518167457,0.0127186009538951,0.0253565768621236,0.0131795716639209,0.00941915227629513,0.00946372239747634,0.00941915227629513,0.00786163522012579,0.00778816199376947,0.0124416796267496,0.0078740157480315,0.0112179487179487,0.0132890365448505,0.00809061488673139,0.00955414012738853,0.00955414012738853,0.00810372771474878,0.00947867298578199,0.009375,0.0110584518167457,0.0046801872074883,0.0109546165884194,0.0124804992199688,0.0111287758346582,0.00964630225080386,0.0110584518167457,0.0108024691358025,0.0096,0.00822368421052632,0.0112721417069243,0.00981996726677578,0.00657894736842105,0.00955414012738853,0.0112,0.0113636363636364,0.009375,0.0112903225806452,0.00964630225080386,0.00810372771474878,0.0114754098360656,0.00643086816720257,0.9109375,0.0976377952755905,0.0286168521462639,0.0113821138211382,0.110754414125201,0.250814332247557,0.828250401284109,0.824561403508772,0.186602870813397,0.525660964230171,0.097331240188383,0.163166397415186,0.509615384615385,0.535031847133758,0.908945686900958,0.489028213166144,0.0141509433962264,0.150793650793651,0.0740740740740741,0.913875598086124,0.838509316770186,0.00952380952380952,0.328205128205128,0.828711256117455,0.0253968253968254,0.9046875,0.0181219110378913,0.908943089430894,0.0721153846153846,0.158653846153846,0.128164556962025,0.9072,0.111111111111111,0.154798761609907,0.529220779220779,0.800307219662058,0.803889789303079,0.0678233438485804,0.839546191247974,0.012779552715655,0.739197530864197,0.823343848580442,0.770700636942675,0.252427184466019,0.839427662957075,0.834123222748815,0.0107197549770291,0.207119741100324,0.231270358306189,0.00815660685154975,0.0190174326465927,0.855799373040752,0.338509316770186,0.56,0.0112721417069243,0.872990353697749,0.56269592476489,0.109872611464968,0.118110236220472,0.903633491311216,0.107717041800643,0.811993517017828,0.284565916398714,0.0990415335463259,0.886942675159236,0.753577106518283,0.153968253968254,0.015748031496063,0.0108695652173913,0.842857142857143,0.836038961038961,0.00943396226415094,0.1184,0.108239095315024,0.838915470494418,0.0155038759689922,0.840322580645161,0.824193548387097,0.177672955974843,0.0108695652173913,0.329093799682035,0.187786259541985,0.825732899022801,0.0956239870340357,0.368506493506494,0.548895899053628,0.796694214876033,0.416534181240064,0.899038461538462,0.0352564102564103,0.0238853503184713,0.819488817891374,0.832307692307692,0.827856025039124,0.00950871632329636,0.0141955835962145,0.512738853503185,0.0114942528735632,0.0970873786407767,0.00934579439252336,0.9072,0.900316455696203,0.529315960912052,0.617886178861789,0.863636363636364,0.0431309904153355,0.882352941176471,0.551242236024845,0.884430176565008,0.51900826446281,0.1152,0.34621578099839,0.016025641025641,0.803125,0.822503961965135,0.791208791208791,0.0222575516693164,0.03486529318542,0.129139072847682,0.4913112164297,0.107086614173228,0.511700468018721,0.530254777070064,0.907348242811502,0.830985915492958,0.152276295133438,0.903536977491961,0.516228748068006,0.21078431372549,0.885895404120444,0.888157894736842,0.179738562091503,0.428104575163399,0.174183514774495,0.903576982892691,0.0172143974960876,0.836671802773498,0.0125391849529781,0.78743961352657,0.0959119496855346,0.896825396825397,0.201288244766506,0.527597402597403,0.115141955835962,0.903576982892691,0.867213114754098,0.0124031007751938,0.0535714285714286
"5",0,0,0,0.00641025641025641,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.861685214626391,0.837245696400626,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9936,1,1,1,1,1,1,1,1,1,1,0,0,0,0.00642054574638844,0,0.0208667736757624,0.0126182965299685,0,0,0,0.00788643533123028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0.004739336492891,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.867807153965785,0.85,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995153473344103,1,1,1,1,1,1,1,1,1,1,0,0,0,0.00476190476190476,0,0.0236593059936909,0.0140845070422535,0,0,0,0.00946372239747634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0.00649350649350649,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.864649681528662,0.842443729903537,1,1,1,1,1,1,1,1,1,1,1,1,1,0.991974317817014,1,1,1,1,1,1,1,1,1,1,0,0,0,0.00657894736842105,0,0.0196078431372549,0.00964630225080386,0,0,0,0.00950871632329636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0.00487012987012987,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.857364341085271,0.836702954898911,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995253164556962,1,1,1,1,1,1,1,1,1,1,0,0,0,0.00483870967741936,0,0.0237341772151899,0.015625,0,0,0,0.0124031007751938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0.00318979266347687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.871913580246914,0.853395061728395,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995319812792512,1,1,1,1,1,1,1,1,1,1,0,0,0,0.00317460317460317,0,0.0205371248025276,0.014218009478673,0,0,0,0.0107692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0.0064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.85935085007728,0.839203675344564,1,1,1,1,1,1,1,1,1,1,1,1,1,0.993827160493827,1,1,1,1,1,1,1,1,1,1,0,0,0,0.00634920634920635,0,0.0219092331768388,0.0124223602484472,0,0,0,0.0107361963190184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
